category1_code,category2_code,product_code,title,imageurl,price_eur,title_cleaned
FASHION,HANDBAGS,PAS4152B13455,Tweed & goldfarbenes Metall  Schwarz  Rosa & Bordeaux,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/mini-flap-bag-black-pink-burgundy-tweed-gold-tone-metal-tweed-gold-tone-metal-packshot-artistique-vue2-as4152b13455no249-9524212989982.jpg",5200.0,tweed & goldfarbenes metall schwarz rosa & bordeaux
FASHION,HANDBAGS,PA67085Y09953,n.a.,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/n.a.",5750.0,
EYEWEAR,BLUE LIGHT GLASSES,PA71441,Schwarz,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/butterfly-blue-light-glasses-black-acetate-acetate-packshot-default-a71441x08101s2212-8853207154718.jpg",420.0,schwarz
EYEWEAR,SUNGLASSES,PA71449,Silberfarben. Gläser: Braun  Mit Verlauf,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/square-sunglasses-silver-titanium-titanium-packshot-default-a71449x09950l2413-8853170782238.jpg",580.0,silberfarben gläser braun mit verlauf
EYEWEAR,SUNGLASSES,PA71466,Blau & Rosa. Gläser: Grau  Mit Verlauf,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/shield-sunglasses-blue-pink-acetate-acetate-packshot-default-a71466x01081s8561-8850450087966.jpg",480.0,blau & rosa gläser grau mit verlauf
EYEWEAR,SUNGLASSES,PA71481,Schwarz. Gläser: Grau  Mit Verlauf,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/square-sunglasses-black-acetate-calfskin-acetate-calfskin-packshot-default-a71481x02123s2216-8857337397278.jpg",620.0,schwarz gläser grau mit verlauf
EYEWEAR,SUNGLASSES,PA71537,Rosa & Weiß. Gläser: Rosa,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/shield-sunglasses-pink-white-metal-metal-packshot-default-a71537x01060l3740-9523160481822.jpg",550.0,rosa & weiß gläser rosa
EYEWEAR,SUNGLASSES,PA71560,Silberfarben. Gläser: Bordeaux,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/rectangle-sunglasses-silver-metal-metal-packshot-default-a71560x01060l2508-9528856707102.jpg",440.0,silberfarben gläser bordeaux
JEWELRY,RINGS,PJ10213,18 Karat Weißgold  Diamanten  Zuchtperlen,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/comete-perlee-ring-white-gold-diamond-pearl-packshot-default-j10213-9528987746334.jpg",17900.0,18 karat weißgold diamanten zuchtperlen
JEWELRY,COCO CRUSH,PJ10572,Steppmotiv  18 Karat Gelbgold,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/coco-crush-cuff-yellow-gold-packshot-default-j10572-9528002543646.jpg",27300.0,steppmotiv 18 karat gelbgold
JEWELRY,COCO CRUSH,PJ10574,Steppmotiv  großes Modell  18 Karat Gelbgold,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/coco-crush-ring-yellow-yellow-gold-packshot-default-j10574-9527970168862.jpg",4010.0,steppmotiv großes modell 18 karat gelbgold
JEWELRY,COCO CRUSH,PJ10864,Steppmotiv  kleines Modell  18 Karat Gelbgold  Diamanten,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/coco-crush-ring-yellow-diamond-yellow-gold-packshot-default-j10864-9535026331678.jpg",5350.0,steppmotiv kleines modell 18 karat gelbgold diamanten
EYEWEAR,EYEGLASSES,PA75192,Goldfarben,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/round-eyeglasses-gold-metal-metal-packshot-default-a75192x01060v3395-8853974581278.jpg",460.0,goldfarben
EYEWEAR,EYEGLASSES,PA75270,Schwarz,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/square-eyeglasses-black-acetate-acetate-packshot-default-a75270x01081v3622-9518592950302.jpg",430.0,schwarz
JEWELRY,RINGS,PJ11670,18 Karat Gelbgold  Diamant,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/petales-de-camelia-ring-yellow-yellow-gold-diamond-packshot-default-j11670-8825427427358.jpg",9500.0,18 karat gelbgold diamant
JEWELRY,COCO CRUSH,PJ11786,Steppmotiv  Mini-Modell  18 Karat BEIGEGOLD  Diamanten,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/coco-crush-ring-beige-beige-gold-diamond-packshot-default-j11786-8829173170206.jpg",4060.0,steppmotiv mini-modell 18 karat beigegold diamanten
JEWELRY,BRACELETS,PJ11875,Aus 18 Karat Rotgold  Diamanten.,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/extrait-de-camelia-bracelet-pink-pink-gold-diamond-packshot-default-j11875-8835817439262.jpg",5400.0,aus 18 karat rotgold diamanten
JEWELRY,NECKLACES,PJ11877,Veränderbares langes Collier  18 Karat Rotgold  Diamanten,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/les-infinis-de-camelia-pink-pink-gold-diamond-packshot-default-j11877-8829167370270.jpg",23500.0,veränderbares langes collier 18 karat rotgold diamanten
JEWELRY,COCO CRUSH,PJ12092,Steppmotiv  18 Karat BEIGEGOLD,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/coco-crush-hoop-earrings-beige-beige-gold-packshot-default-j12092-9527979147294.jpg",6050.0,steppmotiv 18 karat beigegold
JEWELRY,EARRINGS,PJ12119,18 Karat Rotgold  Diamanten,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/extrait-de-camelia-single-earring-pink-pink-gold-diamond-packshot-default-j12119-9516008833054.jpg",3530.0,18 karat rotgold diamanten
FASHION,HANDBAGS,PAS4413B14566,Samt  Emaille & goldfarbenes Metall  Schwarz,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/mini-flap-bag-black-velvet-enamel-gold-tone-metal-velvet-enamel-gold-tone-metal--packshot-artistique-vue2-as4413b1456694305-9527955161118.jpg",4900.0,samt emaille & goldfarbenes metall schwarz
FASHION,SHOES,PG45016B13070,Geknautschtes Lammlackleder  Schwarz,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/sandals-black-patent-crumpled-lambskin-patent-crumpled-lambskin-packshot-artistique-vue1-g45016b1307094305-9524676919326.jpg",1350.0,geknautschtes lammlackleder schwarz
FASHION,SHOES,PG45275B14426,Ziegenlackleder  Hellrosa,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/mary-janes-light-pink-patent-goatskin-patent-goatskin-packshot-artistique-vue1-g45275b14426ns105-9527206576158.jpg",1300.0,ziegenlackleder hellrosa
FASHION,HANDBAGS,PA58601Y01864,Genarbtes Kalbsleder & goldfarbenes Metall  Schwarz,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/maxi-classic-handbag-black-grained-calfskin-gold-tone-metal-grained-calfskin-gold-tone-metal-packshot-artistique-vue4-a58601y01864c3906-9535818170398.jpg",11100.0,genarbtes kalbsleder & goldfarbenes metall schwarz
EYEWEAR,BLUE LIGHT GLASSES,PA71470,Schwarz. Gläser: Transparent,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/square-blue-light-glasses-brown-acetate-acetate-packshot-default-a71470x01081s1704-9527247536158.jpg",453.33,schwarz gläser transparent
EYEWEAR,SUNGLASSES,PA71502,Schwarz. Gläser: Grau  Mit Verlauf,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/rectangle-sunglasses-black-acetate-acetate-packshot-default-a71502x08101s2216-8860275048478.jpg",450.0,schwarz gläser grau mit verlauf
EYEWEAR,SUNGLASSES,PA71509,Schwarz & Weiß. Gläser: Grau,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/oval-sunglasses-black-white-acetate-strass-acetate-strass-packshot-default-a71509x02569s4155-8860274753566.jpg",1300.0,schwarz & weiß gläser grau
EYEWEAR,SUNGLASSES,PA71510,Schwarz. Gläser: Grau  Polarisiert  Mit Verlauf,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/square-sunglasses-black-acetate-acetate-packshot-default-a71510x02016s2218-9518583808030.jpg",1100.0,schwarz gläser grau polarisiert mit verlauf
EYEWEAR,SUNGLASSES,PA71571,Weiß. Gläser: Grau  Mit Verlauf,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/oval-sunglasses-white-acetate-acetate-packshot-default-a71571x08101s1255-9531037417502.jpg",520.0,weiß gläser grau mit verlauf
EYEWEAR,EYEGLASSES,PA75272,Rosafarbenes Schildpatt,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/rectangle-eyeglasses-pink-tortoise-acetate-acetate-packshot-default-a75272x08101v1737-9522293080094.jpg",400.0,rosafarbenes schildpatt
EYEWEAR,EYEGLASSES,PA75283,Schwarz,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/cat-eye-eyeglasses-black-acetate-acetate-packshot-default-a75283x08101v3622-9529712050206.jpg",460.0,schwarz
EYEWEAR,EYEGLASSES,PA75284,Dunkelgrün,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/square-eyeglasses-dark-green-acetate-acetate-packshot-default-a75284x08101v1666-9529714376734.jpg",460.0,dunkelgrün
FASHION,SMALL LEATHER GOODS,PA80829Y04634,Kalbsleder in Vintage-Optik & goldfarbenes Metall  Schwarz,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/2-55-long-flap-wallet-black-aged-calfskin-gold-tone-metal-aged-calfskin-gold-tone-metal-packshot-default-a80829y04634c3906-8853668790302.jpg",1340.0,kalbsleder in vintage-optik & goldfarbenes metall schwarz
FASHION,BELTS,PAA9232B13497,Lammleder & goldfarbenes Metall  Schwarz,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/chain-belt-black-lambskin-gold-tone-metal-lambskin-gold-tone-metal-packshot-artistique-vue2-aa9232b1349794305-9523661078558.jpg",3700.0,lammleder & goldfarbenes metall schwarz
FASHION,OTHER ACCESSORIES,PAA9238B13591,Baumwolle  Mischfasern & Strass  Weiß,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/socks-white-cotton-mixed-fibers-strass-cotton-mixed-fibers-strass-packshot-artistique-vue1-aa9238b1359110601-9527152705566.jpg",520.0,baumwolle mischfasern & strass weiß
FASHION,SCARVES,PAA9565B14518,Seidentwill  Rosa  Schwarz & Weiß,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/slim-bandeau-pink-black-white-silk-twill-silk-twill-packshot-artistique-vue2-aa9565b14518ns555-9527221747742.jpg",320.0,seidentwill rosa schwarz & weiß
FASHION,COSTUME JEWELRY,PABA980B13065,Metall & Harz  Goldfarben & Braun,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/cuff-gold-brown-metal-resin-metal-resin-packshot-artistique-vue1-aba980b13065no880-9524096860190.jpg",850.0,metall & harz goldfarben & braun
FASHION,COSTUME JEWELRY,PABB032B13049,Metall & Strass  Silberfarben & Kristall,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/clip-on-hoop-earrings-silver-crystal-metal-strass-metal-strass-packshot-artistique-vue2-abb032b13049no876-9524095942686.jpg",1570.0,metall & strass silberfarben & kristall
FASHION,COSTUME JEWELRY,PABB142B13050,Metall  Strass & Glasperlen  Silberfarben  Kristall & Perlmuttweiß,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/choker-silver-crystal-pearly-white-metal-strass-glass-pearls-metal-strass-glass-pearls-packshot-artistique-vue3-abb142b13050no877-9524093452318.jpg",1220.0,metall strass & glasperlen silberfarben kristall & perlmuttweiß
FASHION,COSTUME JEWELRY,PABB306B13554,Metall  Glasperlen & Strass  Goldfarben  Blau & Schwarz,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/clip-on-earrings-gold-blue-black-metal-glass-pearls-strass-metal-glass-pearls-strass-packshot-artistique-vue2-abb306b13554nq109-9524093943838.jpg",1950.0,metall glasperlen & strass goldfarben blau & schwarz
FASHION,COSTUME JEWELRY,PABB324B13558,Metall  Lammleder & Strass  Goldfarben  Schwarz & Kristall,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/choker-gold-black-crystal-metal-lambskin-strass-metal-lambskin-strass-packshot-artistique-vue3-abb324b13558nq115-9526246211614.jpg",2150.0,metall lammleder & strass goldfarben schwarz & kristall
FASHION,COSTUME JEWELRY,PABB331B13558,Metall  Lammleder & Strass  Goldfarben  Schwarz & Kristall,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/cuff-gold-black-crystal-metal-lambskin-strass-metal-lambskin-strass-packshot-default-abb331b13558nq115-9523835699230.jpg",2000.0,metall lammleder & strass goldfarben schwarz & kristall
FASHION,COSTUME JEWELRY,PABB364B13567,Metall  Harz & Strass  Goldfarben  Gelb & Kristall,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/choker-gold-yellow-crystal-metal-resin-strass-metal-resin-strass-packshot-artistique-vue3-abb364b13567nq091-9523934330910.jpg",1550.0,metall harz & strass goldfarben gelb & kristall
FASHION,BELTS,PABB844B14356,Metall  Dunkles Gold,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/chain-belt-dark-gold-metal-metal-packshot-artistique-vue1-abb844b14356ns014-9527438770206.jpg",2300.0,metall dunkles gold
FASHION,SMALL LEATHER GOODS,PAP3435B14269,Glänzendes Kalbsleder in Vintage-Optik & goldfarbenes Metall  Weiß,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/clutch-with-chain-white-shiny-aged-calfskin-gold-tone-metal-shiny-aged-calfskin-gold-tone-metal-packshot-artistique-vue4-ap3435b1426910601-9527225745438.jpg",2900.0,glänzendes kalbsleder in vintage-optik & goldfarbenes metall weiß
FASHION,HANDBAGS,PA67086Y09953,Kalbsleder & Metall mit Ruthenium-Finish  Schwarz,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/boy-chanel-handbag-black-calfskin-ruthenium-finish-metal-calfskin-ruthenium-finish-metal-packshot-default-a67086y0995394305-9526828892190.jpg",6350.0,kalbsleder & metall mit ruthenium-finish schwarz
EYEWEAR,BLUE LIGHT GLASSES,PA71484,Schwarz. Gläser: Transparent,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/cat-eye-blue-light-glasses-black-acetate-calfskin-acetate-calfskin-packshot-default-a71484x02123s2212-8857342607390.jpg",460.0,schwarz gläser transparent
EYEWEAR,SUNGLASSES,PA71498,Schwarz. Gläser: Grau  Mit Verlauf,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/rectangle-sunglasses-black-acetate-imitation-pearls-acetate-imitation-pearls-packshot-default-a71498x08220s2271-8860274786334.jpg",590.0,schwarz gläser grau mit verlauf
EYEWEAR,SUNGLASSES,PA71503,Schwarz. Gläser: Grau  Mit Verlauf,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/oval-sunglasses-black-acetate-acetate-packshot-default-a71503x08101s2216-8860274163742.jpg",450.0,schwarz gläser grau mit verlauf
EYEWEAR,SUNGLASSES,PA71515,Schwarz. Gläser: Grau,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/oval-sunglasses-black-acetate-acetate-packshot-default-a71515x01081s2214-9518587674654.jpg",450.0,schwarz gläser grau
EYEWEAR,BLUE LIGHT GLASSES,PA71535,Hellrosa. Gläser: Transparent,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/square-blue-light-glasses-light-pink-acetate-acetate-packshot-default-a71535x08101s3312-9522171379742.jpg",320.0,hellrosa gläser transparent
EYEWEAR,SUNGLASSES,PA71556,Silberfarben. Gläser: Rosa  Verspiegelt,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/shield-sunglasses-silver-nylon-nylon-packshot-default-a71556x02081l2475-9528826101790.jpg",750.0,silberfarben gläser rosa verspiegelt
EYEWEAR,SUNGLASSES,PA71578,Blau. Gläser: Grau  Mit Verlauf,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/butterfly-sunglasses-blue-acetate-acetate-packshot-default-a71578x08101s6971-9529710215198.jpg",500.0,blau gläser grau mit verlauf
EYEWEAR,EYEGLASSES,PA75231,Blau,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/pantos-eyeglasses-blue-acetate-acetate-packshot-default-a75231x08101v503z-9529713917982.jpg",300.0,blau
EYEWEAR,EYEGLASSES,PA75256,Braun,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/cat-eye-eyeglasses-brown-acetate-acetate-packshot-default-a75256x01081v1704-9527281975326.jpg",400.0,braun
EYEWEAR,EYEGLASSES,PA75257,Schildpatt,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/round-eyeglasses-tortoise-acetate-acetate-packshot-default-a75257x01081v1726-9527247831070.jpg",400.0,schildpatt
EYEWEAR,EYEGLASSES,PA75268,Schildpatt & goldfarben,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/butterfly-eyeglasses-tortoise-gold-acetate-acetate-packshot-default-a75268x01081v1077-9518590591006.jpg",360.0,schildpatt & goldfarben
EYEWEAR,EYEGLASSES,PA75277,Schwarz,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/rectangle-eyeglasses-black-acetate-acetate-packshot-default-a75277x08101v3622-9527152803870.jpg",400.0,schwarz
FASHION,CAMELLIAS,PAA9624B14802,n.a.,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/n.a.",860.0,
FASHION,COSTUME JEWELRY,PABB243B13560,Metall  Glasperlen & Strass  Goldfarben  Perlmuttweiß & Kristall,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/long-necklace-gold-pearly-white-crystal-metal-glass-pearls-strass-metal-glass-pearls-strass-packshot-artistique-vue1-abb243b13560nq105-9524088602654.jpg",3800.0,metall glasperlen & strass goldfarben perlmuttweiß & kristall
FASHION,COSTUME JEWELRY,PABB292B13554,Metall  Glasperlen & Strass  Goldfarben  Blau & Schwarz,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/necklace-gold-blue-black-metal-glass-pearls-strass-metal-glass-pearls-strass-packshot-artistique-vue3-abb292b13554nq109-9524090765342.jpg",1760.0,metall glasperlen & strass goldfarben blau & schwarz
FASHION,BELTS,PABB603B14644,Metall  Glasperlen  Modeschmuckperlen & Strass  Goldfarben  Perlmuttweiß & Kristall,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/chain-belt-dark-gold-pearly-white-crystal-metal-glass-pearls-imitation-pearls-strass-metal-glass-pearls-imitation-pearls-strass-packshot-artistique-vue2-abb603b14644ns495-9527436443678.jpg",2730.0,metall glasperlen modeschmuckperlen & strass goldfarben perlmuttweiß & kristall
FASHION,COSTUME JEWELRY,PABB864B14483,Metall  Harz & Strass  Goldfarben  Rosa & Kristall,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/pendant-necklace-gold-pink-crystal-metal-resin-strass-metal-resin-strass-packshot-artistique-vue2-abb864b14483ns280-9527437295646.jpg",990.0,metall harz & strass goldfarben rosa & kristall
